level,area,mean,country,indicator,age,sex
3,Good Hope,0.00958976663405953,BWA,prevalence,Y010_014,female
1,Southern,0.00963852700900088,BWA,prevalence,Y010_014,female
2,Southern Region,0.00963852700900088,BWA,prevalence,Y010_014,female
3,Jwaneng,0.0100180702082466,BWA,prevalence,Y010_014,female
3,Mabutsane,0.0111714280632838,BWA,prevalence,Y010_014,female
3,Moshupa,0.00950225303156793,BWA,prevalence,Y010_014,female
3,Kanye,0.00923484432284434,BWA,prevalence,Y010_014,female
0,Cote D'ivoire,0.0018071468210036,CIV,prevalence,Y010_014,female
1,Abidjan 1,0.00348834419681278,CIV,prevalence,Y010_014,female
2,Abobo-est,0.00306918659402985,CIV,prevalence,Y010_014,female
2,Abobo-ouest,0.00418428104688159,CIV,prevalence,Y010_014,female
2,Anyama,0.001980272615902,CIV,prevalence,Y010_014,female
2,Yopougon-est,0.00227243780909123,CIV,prevalence,Y010_014,female
2,Yopougon-ouest-songon,0.00494483692201628,CIV,prevalence,Y010_014,female
1,Abidjan 2,0.0033894408306687,CIV,prevalence,Y010_014,female
2,Adjame-plateau-attecoube,0.0020659781325363,CIV,prevalence,Y010_014,female
2,Cocody-bingerville,0.00405634434125542,CIV,prevalence,Y010_014,female
2,Koumassi,0.00294038489509937,CIV,prevalence,Y010_014,female
2,Port-bouet-vridi,0.0028248235554044,CIV,prevalence,Y010_014,female
2,Treichville-marcory,0.00640866934284371,CIV,prevalence,Y010_014,female
1,Agneby-tiassa,0.00187426815915138,CIV,prevalence,Y010_014,female
2,Agboville,0.00212961350059942,CIV,prevalence,Y010_014,female
2,Sikensi,0.00168808296991421,CIV,prevalence,Y010_014,female
2,Tiassale,0.00165744207392856,CIV,prevalence,Y010_014,female
1,Bafing,5.69466251401715e-4,CIV,prevalence,Y010_014,female
2,Koro,8.1030699878646e-4,CIV,prevalence,Y010_014,female
2,Ouaninou,2.69113595572042e-4,CIV,prevalence,Y010_014,female
2,Touba,5.72665696269895e-4,CIV,prevalence,Y010_014,female
1,Bagoue,0.00128692484937949,CIV,prevalence,Y010_014,female
2,Boundiali,0.00145016682444997,CIV,prevalence,Y010_014,female
2,Kouto,0.00145698202695142,CIV,prevalence,Y010_014,female
2,Tengrela,8.09859208331759e-4,CIV,prevalence,Y010_014,female
1,Belier,0.00148764102076738,CIV,prevalence,Y010_014,female
2,Didievi,0.00108445867206793,CIV,prevalence,Y010_014,female
2,Tiebissou,0.00180006363128573,CIV,prevalence,Y010_014,female
2,Toumodi,0.00146948797272026,CIV,prevalence,Y010_014,female
2,Yamoussoukro,0.00150498732533794,CIV,prevalence,Y010_014,female
1,Bere,0.0012815439302393,CIV,prevalence,Y010_014,female
2,Dianra,0.00167537715209533,CIV,prevalence,Y010_014,female
2,Kounahiri,9.27530122691952e-4,CIV,prevalence,Y010_014,female
2,Mankono,0.00123703160095599,CIV,prevalence,Y010_014,female
1,Bounkani,8.23755537517276e-4,CIV,prevalence,Y010_014,female
2,Bouna,0.00106998850753973,CIV,prevalence,Y010_014,female
2,Doropo,5.45757784973132e-4,CIV,prevalence,Y010_014,female
2,Nassian,0.00121008657178021,CIV,prevalence,Y010_014,female
2,Tehini,2.53902429362701e-4,CIV,prevalence,Y010_014,female
1,Cavally,7.30358200397484e-4,CIV,prevalence,Y010_014,female
2,Blolequin,4.99364996012412e-4,CIV,prevalence,Y010_014,female
2,Guiglo,8.51081766810674e-4,CIV,prevalence,Y010_014,female
2,Tai,8.98018907318598e-4,CIV,prevalence,Y010_014,female
2,Toulepleu,6.16986459031357e-4,CIV,prevalence,Y010_014,female
1,Folon,7.56408141996633e-4,CIV,prevalence,Y010_014,female
2,Kaniasso,7.23379385237174e-4,CIV,prevalence,Y010_014,female
2,Minignan,8.03787752953894e-4,CIV,prevalence,Y010_014,female
1,Gbeke,0.00270535376383091,CIV,prevalence,Y010_014,female
2,Beoumi,9.77447494780249e-4,CIV,prevalence,Y010_014,female
2,Botro,0.0025494286834573,CIV,prevalence,Y010_014,female
2,Bouake-nord-est,0.00270456241828678,CIV,prevalence,Y010_014,female
2,Bouake-nord-ouest,0.00489208542281214,CIV,prevalence,Y010_014,female
2,Bouake-sud,0.00173284965814185,CIV,prevalence,Y010_014,female
2,Sakassou,0.00180057457016654,CIV,prevalence,Y010_014,female
1,Gbokle,8.2380262151271e-4,CIV,prevalence,Y010_014,female
2,Fresco,9.8913649090143e-4,CIV,prevalence,Y010_014,female
2,Sassandra,7.68355565332701e-4,CIV,prevalence,Y010_014,female
1,Goh,0.00151709403668307,CIV,prevalence,Y010_014,female
2,Gagnoa 1,0.0014524908984334,CIV,prevalence,Y010_014,female
2,Gagnoa 2,0.00160816257360681,CIV,prevalence,Y010_014,female
2,Oume,0.00153401903767773,CIV,prevalence,Y010_014,female
1,Gontougo,0.00189212324329074,CIV,prevalence,Y010_014,female
2,Bondoukou,0.00187518747421219,CIV,prevalence,Y010_014,female
2,Koun-fao,0.00186482193701236,CIV,prevalence,Y010_014,female
2,Sandegue,0.00272789499580964,CIV,prevalence,Y010_014,female
2,Tanda,0.00213801375761049,CIV,prevalence,Y010_014,female
2,Transua,0.00122887058585679,CIV,prevalence,Y010_014,female
1,Grand Ponts,0.00212914871198226,CIV,prevalence,Y010_014,female
2,Dabou,0.00270145090569395,CIV,prevalence,Y010_014,female
2,Grand-lahou,0.0016496909934859,CIV,prevalence,Y010_014,female
2,Jacqueville,0.00157603078094536,CIV,prevalence,Y010_014,female
1,Guemon,8.20970589356504e-4,CIV,prevalence,Y010_014,female
2,Bangolo,6.7028592068973e-4,CIV,prevalence,Y010_014,female
2,Duekoue,0.00107605012286908,CIV,prevalence,Y010_014,female
2,Kouibly,4.9945579961927e-4,CIV,prevalence,Y010_014,female
1,Hambol,0.00156055967244889,CIV,prevalence,Y010_014,female
2,Dabakala,0.0014416503428572,CIV,prevalence,Y010_014,female
2,Katiola,0.00201422156367962,CIV,prevalence,Y010_014,female
2,Niakaramadougou,0.00134269808677401,CIV,prevalence,Y010_014,female
1,Haut-sassandra,0.00110619481920907,CIV,prevalence,Y010_014,female
2,Daloa,0.00118628843266463,CIV,prevalence,Y010_014,female
2,Issia,0.00126216140533354,CIV,prevalence,Y010_014,female
2,Vavoua,8.85909171986897e-4,CIV,prevalence,Y010_014,female
2,Zoukougbeu,0.001003687334974,CIV,prevalence,Y010_014,female
1,Iffou,0.00116987863598274,CIV,prevalence,Y010_014,female
2,Daoukro,0.00132355752968713,CIV,prevalence,Y010_014,female
2,M'bahiakro,0.00102846129407236,CIV,prevalence,Y010_014,female
2,Prikro,9.64412384588515e-4,CIV,prevalence,Y010_014,female
1,Indenie-djuablin,0.00204170423785375,CIV,prevalence,Y010_014,female
2,Abengourou,0.0020372888500684,CIV,prevalence,Y010_014,female
2,Agnibilekrou,0.00231740519483282,CIV,prevalence,Y010_014,female
2,Bettie,0.00113009683077731,CIV,prevalence,Y010_014,female
1,Kabadougou,0.00147515676476292,CIV,prevalence,Y010_014,female
2,Madinani,0.00178257617247131,CIV,prevalence,Y010_014,female
2,Odienne,0.00134253929523955,CIV,prevalence,Y010_014,female
1,Loh-djiboua,0.00100473469460403,CIV,prevalence,Y010_014,female
2,Divo,0.00114841581685396,CIV,prevalence,Y010_014,female
2,Guitry,8.8994806710889e-4,CIV,prevalence,Y010_014,female
2,Lakota,8.18208605425495e-4,CIV,prevalence,Y010_014,female
1,Marahoue,0.00166704630074886,CIV,prevalence,Y010_014,female
2,Bouafle,0.00160583954171576,CIV,prevalence,Y010_014,female
2,Sinfra,0.00242513427918956,CIV,prevalence,Y010_014,female
2,Zuenoula,0.00101478939131099,CIV,prevalence,Y010_014,female
1,Me,0.00168512426873502,CIV,prevalence,Y010_014,female
2,Adzope,0.0020092053089316,CIV,prevalence,Y010_014,female
2,Akoupe,0.00175202354066254,CIV,prevalence,Y010_014,female
2,Alepe,0.0013774113712861,CIV,prevalence,Y010_014,female
2,Yakasse-attobrou,0.0012047764177686,CIV,prevalence,Y010_014,female
1,Moronou,0.00228039390823647,CIV,prevalence,Y010_014,female
2,Arrah,0.00225880949030808,CIV,prevalence,Y010_014,female
2,Bongouanou,0.00248057085293645,CIV,prevalence,Y010_014,female
2,M'batto,0.00204848209875041,CIV,prevalence,Y010_014,female
1,N'zi,0.00153557413826506,CIV,prevalence,Y010_014,female
2,Bocanda,0.001377975685136,CIV,prevalence,Y010_014,female
2,Dimbokro,0.00186583500139097,CIV,prevalence,Y010_014,female
2,Kouassikouassikro,0.00106749937685346,CIV,prevalence,Y010_014,female
1,Nawa,0.001120815497015,CIV,prevalence,Y010_014,female
2,Buyo,0.00103750285564997,CIV,prevalence,Y010_014,female
2,Gueyo,0.00156923591623776,CIV,prevalence,Y010_014,female
2,Meagui,0.00102282430006104,CIV,prevalence,Y010_014,female
2,Soubre,0.00112234103220237,CIV,prevalence,Y010_014,female
1,Poro,0.00150293434187085,CIV,prevalence,Y010_014,female
2,Dikodougou,0.00140002750925846,CIV,prevalence,Y010_014,female
2,Korhogo 1,0.00154056897011919,CIV,prevalence,Y010_014,female
2,Korhogo 2,0.00171076366391599,CIV,prevalence,Y010_014,female
2,M'bengue,0.00159584427049424,CIV,prevalence,Y010_014,female
2,Sinematiali,9.57184456693211e-4,CIV,prevalence,Y010_014,female
1,San-pedro,0.00140501797978259,CIV,prevalence,Y010_014,female
2,San-pedro,0.00157561903711262,CIV,prevalence,Y010_014,female
2,Tabou,8.43784060714476e-4,CIV,prevalence,Y010_014,female
1,Sud-comoe,0.00145359331906506,CIV,prevalence,Y010_014,female
2,Aboisso,0.00154861819262017,CIV,prevalence,Y010_014,female
2,Adiake,0.00122974359690831,CIV,prevalence,Y010_014,female
2,Grand-bassam,0.00124408978086083,CIV,prevalence,Y010_014,female
2,Tiapoum,0.00192800040694082,CIV,prevalence,Y010_014,female
1,Tchologo,8.36992669928556e-4,CIV,prevalence,Y010_014,female
2,Ferkessedougou,8.18180111442437e-4,CIV,prevalence,Y010_014,female
2,Kong,8.39779152785407e-4,CIV,prevalence,Y010_014,female
2,Ouangolodougou,8.48528725434817e-4,CIV,prevalence,Y010_014,female
1,Tonkpi,9.17431394924703e-4,CIV,prevalence,Y010_014,female
2,Biankouma,4.57782693751625e-4,CIV,prevalence,Y010_014,female
2,Danane,8.39734923410505e-4,CIV,prevalence,Y010_014,female
2,Man,0.00136268202887329,CIV,prevalence,Y010_014,female
2,Zouhan Hounien,7.08384618221254e-4,CIV,prevalence,Y010_014,female
1,Worodougou,0.00107033803111514,CIV,prevalence,Y010_014,female
2,Kani,0.00135837902474926,CIV,prevalence,Y010_014,female
2,Seguela,9.49316115136126e-4,CIV,prevalence,Y010_014,female
0,Eswatini,0.0186678167402341,ESW,prevalence,Y010_014,female
1,Hhohho,0.0184322170732646,ESW,prevalence,Y010_014,female
1,Lubombo,0.0180283419966048,ESW,prevalence,Y010_014,female
1,Manzini,0.0211322123952482,ESW,prevalence,Y010_014,female
1,Shiselweni,0.0158551481273803,ESW,prevalence,Y010_014,female
0,Haiti,0.00131505757236822,HTI,prevalence,Y010_014,female
1,Ouest,0.00135435839474733,HTI,prevalence,Y010_014,female
2,Port-au-prince,0.00135925997457538,HTI,prevalence,Y010_014,female
2,Léogâne,0.0010403152408928,HTI,prevalence,Y010_014,female
2,Croix-des-bouquets,0.00144701548337713,HTI,prevalence,Y010_014,female
2,Arcahaie,0.00189287863885296,HTI,prevalence,Y010_014,female
2,La Gonâve,0.0013032735914098,HTI,prevalence,Y010_014,female
1,Sud-est,0.00102224942338836,HTI,prevalence,Y010_014,female
2,Jacmel,0.00107361724598507,HTI,prevalence,Y010_014,female
2,Bainet,8.47871297451889e-4,HTI,prevalence,Y010_014,female
2,Belle-anse,0.00105470738372001,HTI,prevalence,Y010_014,female
1,Nord,0.0016105338642805,HTI,prevalence,Y010_014,female
2,Cap-haïtien,0.00203649568248451,HTI,prevalence,Y010_014,female
2,Acul-du-nord,0.00131397403575193,HTI,prevalence,Y010_014,female
2,Grande-rivière Du Nord,0.00113537506999299,HTI,prevalence,Y010_014,female
2,Saint-raphaël,0.00140091688098883,HTI,prevalence,Y010_014,female
2,Borgne,0.00173482174346159,HTI,prevalence,Y010_014,female
2,Limbé,0.0011980821040723,HTI,prevalence,Y010_014,female
2,Plaisance,0.00140030737114346,HTI,prevalence,Y010_014,female
1,Nord-est,0.00168096478299425,HTI,prevalence,Y010_014,female
2,Fort-liberté,0.00172089149818793,HTI,prevalence,Y010_014,female
2,Ouanaminthe,0.00185105262549065,HTI,prevalence,Y010_014,female
2,Trou-du-nord,0.00194115233637626,HTI,prevalence,Y010_014,female
2,Vallières,8.74254068286375e-4,HTI,prevalence,Y010_014,female
1,Artibonite,0.00148074915721267,HTI,prevalence,Y010_014,female
2,Gonaïves,0.00125526177274662,HTI,prevalence,Y010_014,female
2,Gros-morne,0.00106892144490792,HTI,prevalence,Y010_014,female
2,Saint-marc,0.0019712585462599,HTI,prevalence,Y010_014,female
2,Dessalines,0.00159233987092634,HTI,prevalence,Y010_014,female
2,Marmelade,0.00112763838097202,HTI,prevalence,Y010_014,female
1,Centre,9.55826470211847e-4,HTI,prevalence,Y010_014,female
2,Hinche,0.00103104136340934,HTI,prevalence,Y010_014,female
2,Mirebalais,9.79878514079086e-4,HTI,prevalence,Y010_014,female
2,Lascahobas,0.00110211449893105,HTI,prevalence,Y010_014,female
2,Cerca La Source,5.48736087391712e-4,HTI,prevalence,Y010_014,female
1,Sud,0.00112514088305399,HTI,prevalence,Y010_014,female
2,Cayes,0.00116539297572861,HTI,prevalence,Y010_014,female
2,Port-salut,0.00150927437854279,HTI,prevalence,Y010_014,female
2,Aquin,9.2012261776383e-4,HTI,prevalence,Y010_014,female
2,Côteaux,8.64442986190442e-4,HTI,prevalence,Y010_014,female
2,Chardonnières,0.00137550216708559,HTI,prevalence,Y010_014,female
1,Grande'anse,8.72937086581673e-4,HTI,prevalence,Y010_014,female
2,Jérémie,9.09813101303496e-4,HTI,prevalence,Y010_014,female
2,Anse-d'ainault,9.41280704142704e-4,HTI,prevalence,Y010_014,female
2,Corail,7.53226243394413e-4,HTI,prevalence,Y010_014,female
1,Nord-ouest,0.00124652122602385,HTI,prevalence,Y010_014,female
2,Port-de-paix,0.00151856964175671,HTI,prevalence,Y010_014,female
2,Saint-louis Du Nord,0.00102705391676552,HTI,prevalence,Y010_014,female
2,Môle-saint-nicolas,0.00116193031791845,HTI,prevalence,Y010_014,female
1,Nippes,9.98943538770527e-4,HTI,prevalence,Y010_014,female
2,Miragoâne,0.00111877986668148,HTI,prevalence,Y010_014,female
2,Anse-à-veau,8.78051713686474e-4,HTI,prevalence,Y010_014,female
2,Barradères,0.00101483251827982,HTI,prevalence,Y010_014,female
0,Kenya,0.0049086931536444604,KEN,prevalence,Y010_014,female
1,Coast,0.00433965814452075,KEN,prevalence,Y010_014,female
2,Mombasa,0.00738427704990891,KEN,prevalence,Y010_014,female
2,Kwale,0.00686100461898405,KEN,prevalence,Y010_014,female
2,Kilifi,0.00218570397859973,KEN,prevalence,Y010_014,female
2,Tana River,0.00127492862558232,KEN,prevalence,Y010_014,female
2,Lamu,0.00192616241846089,KEN,prevalence,Y010_014,female
2,Taita-taveta,0.00356109522136934,KEN,prevalence,Y010_014,female
1,North Eastern,5.33487899470982e-4,KEN,prevalence,Y010_014,female
2,Garissa,5.32563546868294e-4,KEN,prevalence,Y010_014,female
2,Wajir,3.55390352524597e-4,KEN,prevalence,Y010_014,female
2,Mandera,6.85776906849177e-4,KEN,prevalence,Y010_014,female
1,Eastern,0.00380353365274456,KEN,prevalence,Y010_014,female
2,Marsabit,0.00133005022385563,KEN,prevalence,Y010_014,female
2,Isiolo,0.00239911677532269,KEN,prevalence,Y010_014,female
2,Meru,0.00302747921745242,KEN,prevalence,Y010_014,female
2,Tharaka-nithi,0.00339290102739978,KEN,prevalence,Y010_014,female
2,Embu,0.00314239740854761,KEN,prevalence,Y010_014,female
2,Kitui,0.0054276800815494,KEN,prevalence,Y010_014,female
2,Machakos,0.0049971070848042,KEN,prevalence,Y010_014,female
2,Makueni,0.00349978494569623,KEN,prevalence,Y010_014,female
1,Central,0.00387612900798172,KEN,prevalence,Y010_014,female
2,Nyandarua,0.00191853309211947,KEN,prevalence,Y010_014,female
2,Nyeri,0.00432069046732719,KEN,prevalence,Y010_014,female
2,Kirinyaga,0.0028390101434614,KEN,prevalence,Y010_014,female
2,Murang'a,0.00276838809718618,KEN,prevalence,Y010_014,female
2,Kiambu,0.00528551785834349,KEN,prevalence,Y010_014,female
1,Rift Valley,0.0033361123650452,KEN,prevalence,Y010_014,female
2,Turkana,0.00346886922889214,KEN,prevalence,Y010_014,female
2,West Pokot,0.00130108185472821,KEN,prevalence,Y010_014,female
2,Samburu,0.00282540776430765,KEN,prevalence,Y010_014,female
2,Trans-nzoia,0.00286677081414736,KEN,prevalence,Y010_014,female
2,Uasin Gishu,0.00486036707752081,KEN,prevalence,Y010_014,female
2,Elgeyo-marakwet,0.00298644904621074,KEN,prevalence,Y010_014,female
2,Nandi,0.00278650784219832,KEN,prevalence,Y010_014,female
2,Baringo,0.00182637468446882,KEN,prevalence,Y010_014,female
2,Laikipia,0.00205374921874744,KEN,prevalence,Y010_014,female
2,Nakuru,0.00485841072360054,KEN,prevalence,Y010_014,female
2,Narok,0.00261449473230352,KEN,prevalence,Y010_014,female
2,Kajiado,0.0046862361340072,KEN,prevalence,Y010_014,female
2,Kericho,0.00350826502803015,KEN,prevalence,Y010_014,female
2,Bomet,0.00236368497202039,KEN,prevalence,Y010_014,female
1,Western,0.00451835924062585,KEN,prevalence,Y010_014,female
2,Kakamega,0.00447225687566728,KEN,prevalence,Y010_014,female
2,Vihiga,0.00487479762720752,KEN,prevalence,Y010_014,female
2,Bungoma,0.00421790305717608,KEN,prevalence,Y010_014,female
2,Busia,0.00497929574040803,KEN,prevalence,Y010_014,female
1,Nyanza,0.0118758387156493,KEN,prevalence,Y010_014,female
2,Siaya,0.0139277610472981,KEN,prevalence,Y010_014,female
2,Kisumu,0.0151218148658246,KEN,prevalence,Y010_014,female
2,Homa Bay,0.0176513042357094,KEN,prevalence,Y010_014,female
2,Migori,0.0136189050223585,KEN,prevalence,Y010_014,female
2,Kisii,0.00413574185137857,KEN,prevalence,Y010_014,female
2,Nyamira,0.00405359705763117,KEN,prevalence,Y010_014,female
1,Nairobi,0.00535261515192758,KEN,prevalence,Y010_014,female
2,Nairobi (county),0.00535261515192758,KEN,prevalence,Y010_014,female
0,Lesotho,0.013150226056012,LSO,prevalence,Y010_014,female
1,Maseru,0.0137426751064163,LSO,prevalence,Y010_014,female
1,Butha-buthe,0.0113688201935238,LSO,prevalence,Y010_014,female
1,Leribe,0.0144462626531745,LSO,prevalence,Y010_014,female
1,Berea,0.0116649229112842,LSO,prevalence,Y010_014,female
1,Mafeteng,0.0140055633770761,LSO,prevalence,Y010_014,female
1,Mohale's Hoek,0.0137282584833793,LSO,prevalence,Y010_014,female
1,Quthing,0.0131674068738467,LSO,prevalence,Y010_014,female
1,Qacha's Nek,0.0122742455674069,LSO,prevalence,Y010_014,female
1,Mokhotlong,0.0115412794197823,LSO,prevalence,Y010_014,female
1,Thaba-tseka,0.0125166473877472,LSO,prevalence,Y010_014,female
0,Malawi,0.00897340805105917,MWI,prevalence,Y010_014,female
1,Northern,0.00670093197017345,MWI,prevalence,Y010_014,female
2,Northern,0.00670093197017345,MWI,prevalence,Y010_014,female
3,Chitipa,0.00400382792300049,MWI,prevalence,Y010_014,female
4,Chitipa,0.00400382792300049,MWI,prevalence,Y010_014,female
5,Chitipa,0.00400382792300049,MWI,prevalence,Y010_014,female
3,Karonga,0.00804555831712883,MWI,prevalence,Y010_014,female
4,Karonga,0.00804555831712883,MWI,prevalence,Y010_014,female
5,Karonga,0.00804555831712883,MWI,prevalence,Y010_014,female
3,Nkhatabay,0.00843998483250257,MWI,prevalence,Y010_014,female
4,Nkhatabay,0.00843998483250257,MWI,prevalence,Y010_014,female
5,Nkhatabay,0.00843998483250257,MWI,prevalence,Y010_014,female
3,Rumphi,0.00634136422375846,MWI,prevalence,Y010_014,female
4,Rumphi,0.00634136422375846,MWI,prevalence,Y010_014,female
5,Rumphi,0.00634136422375846,MWI,prevalence,Y010_014,female
3,Mzimba,0.00641268443937293,MWI,prevalence,Y010_014,female
4,Mzimba North,0.00766967375631074,MWI,prevalence,Y010_014,female
5,Mzimba North,0.00656641797723533,MWI,prevalence,Y010_014,female
5,Mzuzu City,0.00892892955457898,MWI,prevalence,Y010_014,female
4,Mzimba South,0.00544212960120617,MWI,prevalence,Y010_014,female
5,Mzimba South,0.00544212960120617,MWI,prevalence,Y010_014,female
3,Likoma,0.0088688273046569,MWI,prevalence,Y010_014,female
4,Likoma,0.0088688273046569,MWI,prevalence,Y010_014,female
5,Likoma,0.0088688273046569,MWI,prevalence,Y010_014,female
1,Central,0.00568463577099235,MWI,prevalence,Y010_014,female
2,Central Eastern,0.00458270657503647,MWI,prevalence,Y010_014,female
3,Kasungu,0.00446597646183548,MWI,prevalence,Y010_014,female
4,Kasungu,0.00446597646183548,MWI,prevalence,Y010_014,female
5,Kasungu,0.00446597646183548,MWI,prevalence,Y010_014,female
3,Nkhotakota,0.00669894123079798,MWI,prevalence,Y010_014,female
4,Nkhotakota,0.00669894123079798,MWI,prevalence,Y010_014,female
5,Nkhotakota,0.00669894123079798,MWI,prevalence,Y010_014,female
3,Ntchisi,0.00293520043981355,MWI,prevalence,Y010_014,female
4,Ntchisi,0.00293520043981355,MWI,prevalence,Y010_014,female
5,Ntchisi,0.00293520043981355,MWI,prevalence,Y010_014,female
3,Dowa,0.0029346376939106498,MWI,prevalence,Y010_014,female
4,Dowa,0.0029346376939106498,MWI,prevalence,Y010_014,female
5,Dowa,0.0029346376939106498,MWI,prevalence,Y010_014,female
3,Salima,0.00684051201701569,MWI,prevalence,Y010_014,female
4,Salima,0.00684051201701569,MWI,prevalence,Y010_014,female
5,Salima,0.00684051201701569,MWI,prevalence,Y010_014,female
2,Central Western,0.00637339299276323,MWI,prevalence,Y010_014,female
3,Lilongwe,0.00709633360441522,MWI,prevalence,Y010_014,female
4,Lilongwe,0.00709633360441522,MWI,prevalence,Y010_014,female
5,Lilongwe,0.00451984833418867,MWI,prevalence,Y010_014,female
5,Lilongwe City,0.0116314631429041,MWI,prevalence,Y010_014,female
3,Mchinji,0.00496415659112756,MWI,prevalence,Y010_014,female
4,Mchinji,0.00496415659112756,MWI,prevalence,Y010_014,female
5,Mchinji,0.00496415659112756,MWI,prevalence,Y010_014,female
3,Dedza,0.0040883436624377,MWI,prevalence,Y010_014,female
4,Dedza,0.0040883436624377,MWI,prevalence,Y010_014,female
5,Dedza,0.0040883436624377,MWI,prevalence,Y010_014,female
3,Ntcheu,0.00771074045412711,MWI,prevalence,Y010_014,female
4,Ntcheu,0.00771074045412711,MWI,prevalence,Y010_014,female
5,Ntcheu,0.00771074045412711,MWI,prevalence,Y010_014,female
1,Southern,0.0129826869415987,MWI,prevalence,Y010_014,female
2,South Eastern,0.0122448805096993,MWI,prevalence,Y010_014,female
3,Mangochi,0.0113320705021009,MWI,prevalence,Y010_014,female
4,Mangochi,0.0113320705021009,MWI,prevalence,Y010_014,female
5,Mangochi,0.0113320705021009,MWI,prevalence,Y010_014,female
3,Machinga,0.00784231614197478,MWI,prevalence,Y010_014,female
4,Machinga,0.00784231614197478,MWI,prevalence,Y010_014,female
5,Machinga,0.00784231614197478,MWI,prevalence,Y010_014,female
3,Zomba,0.0137679192555465,MWI,prevalence,Y010_014,female
4,Zomba,0.0137679192555465,MWI,prevalence,Y010_014,female
5,Zomba,0.013381942339276,MWI,prevalence,Y010_014,female
5,Zomba City,0.0168119585824127,MWI,prevalence,Y010_014,female
3,Mulanje,0.0153514110016246,MWI,prevalence,Y010_014,female
4,Mulanje,0.0153514110016246,MWI,prevalence,Y010_014,female
5,Mulanje,0.0153514110016246,MWI,prevalence,Y010_014,female
3,Phalombe,0.0142917660890216,MWI,prevalence,Y010_014,female
4,Phalombe,0.0142917660890216,MWI,prevalence,Y010_014,female
5,Phalombe,0.0142917660890216,MWI,prevalence,Y010_014,female
3,Balaka,0.012787535694451,MWI,prevalence,Y010_014,female
4,Balaka,0.012787535694451,MWI,prevalence,Y010_014,female
